"Id","SalePrice"
1589,92358.3426723426
1590,132985.339724947
1591,88876.4428317433
1592,123083.303584512
1593,127448.488124517
1594,114837.675739331
1595,104908.156077189
1596,192093.708067671
1597,165454.081205457
1598,210247.258789651
1599,176867.08058171
1600,176623.86354083
1601,64729.9117280414
1602,119149.953188623
1603,77932.9963089324
1604,262579.926339955
1605,249088.536820637
1606,170165.207460618
1607,171626.243405138
1608,230076.388528167
1609,174359.459526148
1610,151753.449084411
1611,135253.491404632
1612,171490.67710901
1613,161873.281202207
1614,130977.235227692
1615,94565.1815717054
1616,79572.810029073
1617,95253.9960585273
1618,115752.0187888
1619,136724.579428069
1620,147939.790069185
1621,139761.655207907
1622,144034.184061978
1623,263235.461427441
1624,222250.113622388
1625,114093.29497588
1626,174235.925143923
1627,190950.311677345
1628,275645.431555429
1629,179963.639103833
1630,309719.536810224
1631,205138.574387213
1632,230376.169997426
1633,175772.1309367
1634,187695.1156096
1635,177902.761260986
1636,156351.011977826
1637,195774.150523987
1638,192169.257267118
1639,185367.418551092
1640,255072.751457168
1641,184292.139607791
1642,239596.651013583
1643,219788.939655052
1644,232946.573515595
1645,212720.040303212
1646,165855.193836636
1647,161943.399195043
1648,129223.000370064
1649,141132.9262567
1650,106459.13336861
1651,116051.258161627
1652,100299.714201904
1653,101610.588665306
1654,140814.010516092
1655,137472.516762352
1656,136177.665580463
1657,143188.849126206
1658,145364.056477596
1659,113108.836952039
1660,154227.152069099
1661,445592.705464408
1662,350184.751465263
1663,357163.203497386
1664,452726.537864269
1665,297637.240485779
1666,314845.997489281
1667,357706.270491422
1668,341986.5755794
1669,301196.886451394
1670,343251.533701545
1671,254467.969081189
1672,383931.866463356
1673,283198.941023758
1674,232452.797264738
1675,190832.135228493
1676,196246.12719197
1677,208782.82425258
1678,407323.671606583
1679,350512.509809292
1680,315953.358331841
1681,248891.743690954
1682,292110.42047547
1683,179359.602834728
1684,186258.289048604
1685,175241.008992444
1686,167824.752304427
1687,175718.411842667
1688,187986.114296502
1689,191839.794481246
1690,203179.876085038
1691,196569.426008141
1692,272912.212294898
1693,183723.186879773
1694,181676.405444981
1695,166845.359058404
1696,267159.05059385
1697,166147.887322518
1698,317396.44406683
1699,305720.355913295
1700,238009.751293338
1701,263592.905616013
1702,245020.507712567
1703,245830.762391902
1704,270334.758779653
1705,239476.131207999
1706,387023.097892235
1707,201936.178735469
1708,191226.255829436
1709,267587.656234806
1710,217067.996010923
1711,275392.933365182
1712,243556.690217567
1713,268228.871602588
1714,215383.743810333
1715,207042.005638668
1716,182692.703408702
1717,178497.981547704
1718,133609.826569941
1719,198491.288405786
1720,239570.949969482
1721,168311.220480646
1722,133166.961466993
1723,162129.368254564
1724,201744.920355116
1725,233893.221381289
1726,181935.791890212
1727,151367.211313879
1728,187699.457321094
1729,158318.031604562
1730,158635.696673145
1731,125545.72665829
1732,127419.446529722
1733,111242.896192476
1734,119653.54459892
1735,140368.607883224
1736,110146.86374505
1737,261832.418985264
1738,233934.100383336
1739,230308.481060476
1740,195473.541579463
1741,187844.436436405
1742,162163.144791792
1743,178371.425329903
1744,291727.171285038
1745,202274.850434979
1746,185732.204640154
1747,226804.799882209
1748,220479.907883183
1749,152297.696550586
1750,124137.343492079
1751,264635.193819873
1752,111089.031632833
1753,147195.286726725
1754,188501.04540055
1755,175543.689376985
1756,123678.375912887
1757,113766.4716584
1758,148776.949095037
1759,162336.234607843
1760,165615.551292656
1761,148319.385194396
1762,167147.433907928
1763,182952.028943313
1764,114771.460760199
1765,169081.036013399
1766,192976.68695548
1767,224626.968644245
1768,132978.922454834
1769,172877.265982734
1770,161213.285362668
1771,115612.563528933
1772,133329.90393251
1773,126625.221859291
1774,134931.740537551
1775,135657.600390297
1776,131695.037715894
1777,107283.354596204
1778,141143.319471859
1779,117623.455172823
1780,181941.061803162
1781,123591.011159218
1782,82303.1697453134
1783,142437.723099492
1784,109868.412854936
1785,124338.119840261
1786,132599.315836499
1787,175922.85120628
1788,68542.9765089608
1789,93562.3300399169
1790,80583.8427026072
1791,188901.060509793
1792,160868.847683542
1793,130892.498785918
1794,154704.257945833
1795,130432.791330022
1796,137270.523063248
1797,116127.217611399
1798,116186.215316322
1799,102577.563114172
1800,126527.182649595
1801,126631.111982984
1802,137711.306055566
1803,142959.932419942
1804,140900.26471877
1805,135344.957359038
1806,128365.312411306
1807,132269.336443705
1808,128182.126829417
1809,126202.31854544
1810,140305.747987808
1811,104884.803157599
1812,94783.1232871246
1813,114145.864546688
1814,95282.9847574108
1815,51273.9738017529
1816,107266.700736904
1817,112316.994293394
1818,156567.739689396
1819,122493.5170057
1820,71505.0418946607
1821,116252.939845313
1822,155048.890089174
1823,62452.0112130823
1824,121234.406967409
1825,128272.299463435
1826,102307.979304079
1827,96895.3295544339
1828,128161.947946871
1829,130668.054431432
1830,146008.319333165
1831,144782.929885016
1832,72614.5552415795
1833,145494.877372987
1834,127969.770631385
1835,116949.198355061
1836,114630.609197172
1837,85466.3928742901
1838,133576.27250897
1839,109547.071847679
1840,136802.053562669
1841,122537.318754302
1842,88272.2343873816
1843,128124.591689963
1844,142149.545369584
1845,135620.677116653
1846,156671.98915222
1847,162354.964438915
1848,54395.0989656903
1849,112115.855561457
1850,115341.425643757
1851,148764.639640027
1852,120898.233353103
1853,129126.857333075
1854,171538.042955558
1855,159893.251330918
1856,220930.981348719
1857,143713.449309693
1858,134711.369633404
1859,117475.894742563
1860,147799.814946053
1861,116850.048772178
1862,323881.542596612
1863,314018.447706181
1864,314124.489993676
1865,338079.732613285
1866,335118.177403159
1867,229441.01075857
1868,298519.628331135
1869,208917.397125901
1870,232166.196999886
1871,257305.173585751
1872,182721.799272171
1873,233144.937960633
1874,147410.02658688
1875,203247.502739633
1876,193543.428697149
1877,213958.566610788
1878,209881.758901785
1879,119033.814607072
1880,129484.734320513
1881,248566.645124742
1882,245755.34812578
1883,185105.255933929
1884,191596.197402477
1885,240936.699697235
1886,280930.117246895
1887,223452.512870961
1888,269054.129026843
1889,171185.991248755
1890,113379.343115723
1891,149478.417033773
1892,94461.4416131162
1893,125210.95019255
1894,123142.167090284
1895,128468.090233964
1896,130144.685563537
1897,111505.714850032
1898,111885.728469875
1899,152193.635456935
1900,137809.08286872
1901,149794.211663618
1902,129000.398878084
1903,186774.572140887
1904,119961.137969377
1905,184135.099241936
1906,136447.746870157
1907,204695.910883708
1908,104359.252759963
1909,131302.773328357
1910,114423.336119305
1911,195699.984146049
1912,276723.33969629
1913,134963.456036227
1914,71347.8020116007
1915,273451.33811608
1916,49763.6870901894
1917,253596.657872397
1918,137635.165952037
1919,192041.287249357
1920,155178.063968062
1921,364796.276251923
1922,316152.698022035
1923,226286.075392485
1924,222836.775692403
1925,198606.789894437
1926,362272.345482903
1927,132998.733337955
1928,168892.704889335
1929,122883.839530192
1930,129454.288469686
1931,148482.484011524
1932,142362.204270267
1933,169933.201029801
1934,182659.177186763
1935,166625.012339305
1936,184914.624046046
1937,190593.208628745
1938,173102.308437964
1939,217710.367678313
1940,182136.170361701
1941,173888.366823353
1942,187896.949774801
1943,204467.356667348
1944,327335.001407451
1945,350314.047575566
1946,130223.250307683
1947,281836.92885936
1948,180913.999422111
1949,244114.203575814
1950,184239.65125373
1951,242704.526127806
1952,205814.670219143
1953,174693.924390828
1954,178940.081839054
1955,130322.290627265
1956,325099.339580931
1957,151486.611566725
1958,298870.928603733
1959,138137.598317789
1960,111407.391278243
1961,116699.683419537
1962,100624.636406577
1963,108286.198892823
1964,105910.514422463
1965,144698.568391304
1966,138086.70484428
1967,283014.152401343
1968,372824.228746605
1969,358675.88738963
1970,352430.095396797
1971,468337.353207408
1972,362432.169194533
1973,274817.665241357
1974,321189.940917152
1975,414272.588841295
1976,259867.499820743
1977,325858.992252818
1978,321368.750108285
1979,319312.822832054
1980,201952.633450031
1981,328974.74119766
1982,215522.53808391
1983,201359.792182905
1984,164931.39932415
1985,224356.94507699
1986,218946.985590564
1987,170134.168728346
1988,180980.049553612
1989,191777.584537333
1990,203114.899345011
1991,216499.367779597
1992,210974.445959421
1993,179931.996839355
1994,239841.552383383
1995,183664.352565474
1996,235412.720732869
1997,305159.007747044
1998,287219.101310629
1999,269827.490861868
2000,293254.661441294
2001,282753.11609728
2002,248403.156624134
2003,261545.893787601
2004,282527.493999513
2005,239094.982885602
2006,215046.105997027
2007,249999.050859719
2008,209622.615420099
2009,200436.339497746
2010,194336.780833009
2011,145765.744478495
2012,171063.184698144
2013,175783.848194365
2014,193740.427431407
2015,202734.414201339
2016,192022.182857674
2017,191597.308078797
2018,119345.276479192
2019,134248.514755511
2020,106021.791186175
2021,90234.0326167596
2022,181543.551605702
2023,148827.927541285
2024,270335.058173873
2025,327610.559918683
2026,165950.312341515
2027,156934.996544415
2028,137697.800517398
2029,160930.842711663
2030,266752.668901897
2031,231058.258109426
2032,254096.13266213
2033,249366.416776911
2034,166531.277765263
2035,209206.154845428
2036,202288.122945545
2037,205334.396899416
2038,334382.469169026
2039,217856.77616649
2040,292455.859576658
2041,304898.58624199
2042,195529.439666323
2043,177572.727526205
2044,185722.513594221
2045,207451.275305134
2046,146807.827223899
2047,140722.049029026
2048,142124.992623555
2049,142745.679208113
2050,170521.964910514
2051,106676.343012352
2052,116557.548138365
2053,144397.502408695
2054,97879.8932708288
2055,155226.55526921
2056,155122.908862113
2057,115620.849273694
2058,209404.459151474
2059,132209.093583038
2060,175397.551483105
2061,172001.379426204
2062,125389.705343297
2063,114339.952754248
2064,136800.727280118
2065,118622.654588549
2066,161665.387573639
2067,114769.761947202
2068,144482.416500997
2069,81836.5485714589
2070,107615.808749029
2071,92843.2951214391
2072,148867.253678318
2073,139469.769399038
2074,190317.715949484
2075,137140.995998409
2076,115594.680551881
2077,145648.021014303
2078,112340.890109918
2079,139535.205255533
2080,113643.088516163
2081,124324.370654425
2082,110823.289161357
2083,140449.711847829
2084,99569.3691828531
2085,110565.987041281
2086,117956.996634415
2087,126149.47493464
2088,92952.5301413829
2089,83710.363710827
2090,122684.289330031
2091,106152.780305899
2092,126101.428743873
2093,116089.750825176
2094,112894.330435666
2095,146927.414732351
2096,87647.5489454598
2097,104432.534607223
2098,144727.970785594
2099,51731.8737169275
2100,79707.7951899519
2101,105351.673211657
2102,132869.359805114
2103,104440.235558327
2104,141218.498346469
2105,136614.126499482
2106,63208.6652660085
2107,179947.224926683
2108,115349.117743336
2109,104437.857445242
2110,120617.112024608
2111,142103.057909142
2112,129892.453499616
2113,118687.094307327
2114,128920.127870963
2115,161020.71418214
2116,108904.963389001
2117,141539.623724279
2118,123247.971617592
2119,110534.267125903
2120,118526.63626201
2121,93051.4265801519
2122,110396.996837471
2123,75981.2533966612
2124,155020.7826744
2125,139388.966078677
2126,146509.766121822
2127,169473.392476993
2128,116142.383554943
2129,78177.0032557967
2130,127832.041117336
2131,131231.104222063
2132,110349.420730259
2133,124371.412205345
2134,124263.262607482
2135,101829.840748781
2136,76296.3458916053
2137,103668.228479328
2138,138338.660625586
2139,151010.66082706
2140,137718.022854623
2141,167224.971325753
2142,120291.227381204
2143,139477.211621918
2144,125265.788215327
2145,141227.63145069
2146,168215.534222306
2147,155449.778851863
2148,134202.160012751
2149,162423.429939285
2150,218251.615879757
2151,108812.195245284
2152,176763.272471082
2153,159131.381516915
2154,106264.054686586
2155,137881.043665087
2156,253569.289089095
2157,234512.730933217
2158,239407.234628822
2159,220925.528434188
2160,186819.618880429
2161,246679.67104077
2162,347742.168066087
2163,376642.226614416
2164,258744.741448909
2165,193294.124014602
2166,159527.686496446
2167,208700.82975307
2168,195627.373854055
2169,191076.51171274
2170,212147.347704734
2171,156613.697333601
2172,130189.90809064
2173,174946.926783371
2174,216073.712766753
2175,293446.487919664
2176,296377.172076265
2177,228902.577842529
2178,218864.909867136
2179,138457.306416131
2180,195924.122126523
2181,187993.762678306
2182,229314.563696949
2183,196041.924235278
2184,115239.850576322
2185,134881.012422718
2186,148711.089943912
2187,157628.338563392
2188,151757.158680865
2189,289759.136506463
2190,70772.5842619416
2191,76742.615916777
2192,87286.1787945986
2193,107823.908370431
2194,103236.415025839
2195,104807.059605565
2196,106109.363709279
2197,119773.854732521
2198,161248.283339882
2199,176220.015284966
2200,125491.048021127
2201,123362.071053556
2202,207090.683502524
2203,115896.11717588
2204,161129.292621493
2205,107226.083305702
2206,122543.379563484
2207,192992.76225752
2208,230470.59450428
2209,207405.930737881
2210,113900.692320372
2211,117956.523248531
2212,121004.873372017
2213,106577.917557453
2214,144834.878646577
2215,104867.692568368
2216,141633.946362671
2217,68570.6889805843
2218,104073.122488761
2219,83504.4893596581
2220,75417.7890674708
2221,274676.359456673
2222,247104.08704638
2223,292838.069870649
2224,203920.208011691
2225,114251.130855041
2226,175317.557054008
2227,198202.830058126
2228,269788.715910762
2229,252841.974039965
2230,150126.30892541
2231,212453.648928103
2232,173749.883113201
2233,185590.406230522
2234,258087.721911693
2235,222424.551202793
2236,257501.162763438
2237,308114.376535896
2238,185814.813370887
2239,118089.714934552
2240,162561.821142876
2241,158186.862295482
2242,124992.024012841
2243,137663.16399532
2244,107290.582629469
2245,100871.856662668
2246,139574.785016485
2247,119978.294185158
2248,112336.886643789
2249,118367.286236214
2250,131181.615414521
2251,99145.0443598877
2252,177922.9881774
2253,150770.980150476
2254,179331.022058222
2255,180028.934622773
2256,179567.132289867
2257,195217.991493283
2258,165357.138736506
2259,166570.485224621
2260,124181.004578811
2261,183327.800999112
2262,188760.3581944
2263,356969.515505764
2264,473632.8160309
2265,177360.538729755
2266,272515.004203385
2267,295292.225320353
2268,401009.563379787
2269,147865.389207711
2270,199458.140441536
2271,218933.784689521
2272,237234.510594786
2273,164244.050928714
2274,177296.931532812
2275,161358.694870013
2276,199087.911793345
2277,189255.491755255
2278,147262.630504092
2279,120907.694588308
2280,113068.846112641
2281,166042.253831844
2282,197650.546810548
2283,111666.238986295
2284,115685.959308466
2285,132887.631158447
2286,120550.148955122
2287,350083.660120152
2288,259122.108789469
2289,319531.029501079
2290,406582.94609345
2291,308965.402283818
2292,420384.132949653
2293,425369.789798556
2294,350260.67380986
2295,451483.991508945
2296,264097.243333843
2297,335943.371723936
2298,334407.454193853
2299,325263.319481979
2300,308039.962153953
2301,307607.795397405
2302,241094.138161964
2303,241020.248990866
2304,244991.313475698
2305,191305.029141631
2306,187641.096345541
2307,196883.668773025
2308,211952.796513092
2309,286683.114953471
2310,206628.658772684
2311,200602.470193843
2312,180265.261790851
2313,181234.718793401
2314,173909.818100663
2315,183920.413150156
2316,188374.099203872
2317,188289.114094687
2318,175593.431252355
2319,184427.279946029
2320,175858.332745106
2321,236987.071409446
2322,181890.561898785
2323,192125.754962478
2324,193241.679540433
2325,221301.80020747
2326,180173.4780344
2327,192982.608651491
2328,216195.545042234
2329,194762.274306703
2330,174925.469816917
2331,336231.479769853
2332,357156.340754001
2333,303458.969020525
2334,238323.221229682
2335,273148.26237646
2336,277456.479679683
2337,187833.288816403
2338,258213.214510424
2339,219816.693815446
2340,390775.872932347
2341,223015.619512144
2342,231081.413263823
2343,223242.482801606
2344,203369.076332834
2345,231223.012103512
2346,206042.465926324
2347,189889.174132383
2348,238869.567317752
2349,167388.265248267
2350,323472.338079317
2351,251654.016798892
2352,252804.918052094
2353,221457.052754555
2354,135193.537785288
2355,145900.862170832
2356,156913.664570317
2357,185689.327167004
2358,202511.756588922
2359,128461.886721549
2360,110743.836912129
2361,147181.208128055
2362,258804.69652129
2363,144055.879949436
2364,160883.940599217
2365,226260.45773922
2366,184476.910716889
2367,217548.753273552
2368,195876.448210194
2369,211877.612903078
2370,157147.128248624
2371,155679.961278527
2372,185685.103916459
2373,290216.5114889
2374,310196.62984066
2375,233197.643238394
2376,274491.340063918
2377,309044.671689314
2378,147959.905015947
2379,204571.017222851
2380,159047.634031753
2381,174273.048039371
2382,215822.478639701
2383,196230.939818159
2384,236214.739707864
2385,166158.585023041
2386,131519.61731324
2387,129439.237117548
2388,107939.568458195
2389,117651.405183118
2390,148855.387541396
2391,140786.820046109
2392,107742.71419429
2393,168798.542533164
2394,138004.174983734
2395,194447.900580526
2396,142399.415373899
2397,217251.452159587
2398,125852.31042694
2399,65353.8139243457
2400,64468.3484834404
2401,115996.238924906
2402,138788.516369458
2403,143282.730381408
2404,159768.669388917
2405,157905.372471151
2406,133816.062825233
2407,127018.897586559
2408,153578.559441719
2409,119753.039938939
2410,176029.537045265
2411,107701.717596221
2412,148003.179298688
2413,127443.020073085
2414,154073.639252132
2415,129931.991545603
2416,119284.792450284
2417,130334.428939763
2418,125892.143576908
2419,128177.838754318
2420,118113.043104344
2421,127117.840548706
2422,105503.261238176
2423,119173.786256654
2424,151442.069334935
2425,185405.084760691
2426,126571.098615698
2427,127052.653179582
2428,185342.963289569
2429,109245.3462602
2430,129686.973146178
2431,112551.825295329
2432,140392.537825079
2433,137965.197002064
2434,133219.641669523
2435,140321.516829685
2436,105639.330418945
2437,104102.762405973
2438,118836.17768027
2439,109460.269233354
2440,120480.351343295
2441,102565.261523738
2442,97478.0653983985
2443,130400.833235798
2444,135794.66369128
2445,94608.5918835409
2446,144870.706992437
2447,185462.031594107
2448,133520.899165718
2449,110693.604398545
2450,155303.310898629
2451,121752.623535372
2452,185004.859328032
2453,93520.3332609454
2454,126354.349443608
2455,119040.241057906
2456,140104.217448671
2457,128821.496627091
2458,129886.185798751
2459,102361.916369418
2460,134997.108932245
2461,126994.066860126
2462,134772.160367923
2463,127894.012976225
2464,167104.856449899
2465,127397.690265851
2466,123170.383153262
2467,142778.729462423
2468,83519.8915962787
2469,76696.4834413737
2470,206601.601498006
2471,207464.576550437
2472,151829.641732532
2473,117891.797797334
2474,80956.610131363
2475,211412.728654208
2476,106131.956984422
2477,128255.729903393
2478,150832.666994632
2479,108168.303029885
2480,153469.267345185
2481,122790.440070692
2482,137692.715897733
2483,109789.948611453
2484,118850.482508495
2485,125701.926142037
2486,149710.163865168
2487,180805.3493972
2488,169333.737052539
2489,156009.222178194
2490,145131.118979155
2491,97643.3338423281
2492,200744.250981103
2493,163644.276368776
2494,151236.404974542
2495,89790.1882514751
2496,249031.496720623
2497,149500.08297519
2498,102965.862675541
2499,83717.7073112974
2500,120390.530796215
2501,140621.104512934
2502,140593.952228483
2503,96022.540165237
2504,152175.780875856
2505,210296.240464495
2506,253509.503243044
2507,282775.523610551
2508,257184.784000449
2509,226092.701217751
2510,222866.308394157
2511,176082.866096063
2512,200144.837318031
2513,233601.173618455
2514,280619.483578819
2515,147010.439695736
2516,173742.666451122
2517,135930.766555683
2518,151140.879983617
2519,217854.629564062
2520,218407.643791053
2521,189655.052066807
2522,221283.417765436
2523,116173.930264852
2524,136069.170689256
2525,146353.747370104
2526,139888.917274403
2527,117644.898383295
2528,123675.108013858
2529,128015.701079102
2530,125519.81140773
2531,234715.18936893
2532,225425.649666806
2533,185951.902860543
2534,239753.220517152
2535,284662.265939433
2536,237743.939547619
2537,233910.57756344
2538,177781.01922939
2539,197446.949481553
2540,175484.407227992
2541,182369.689242561
2542,164027.578848709
2543,113596.990326269
2544,111439.369075145
2545,134104.193314761
2546,123429.974249087
2547,135601.490142866
2548,151690.767984573
2549,152534.090444641
2550,658699.632121158
2551,144861.995537317
2552,132540.149255341
2553,76014.0489821683
2554,89019.1525751884
2555,117854.289537888
2556,94855.9303964295
2557,98588.392378049
2558,127116.395687657
2559,122036.817206087
2560,130922.372427076
2561,129677.06399487
2562,113149.466749333
2563,123962.610603792
2564,173588.297855109
2565,120843.492938851
2566,142977.959825186
2567,127281.369670873
2568,171675.498686568
2569,206121.693829116
2570,111453.69269885
2571,174722.571223107
2572,151107.137847484
2573,206342.270420671
2574,236248.570209484
2575,137902.258048178
2576,114159.661478488
2577,150309.968569989
2578,88364.5594119772
2579,57773.888447545
2580,108491.178240866
2581,120859.301386101
2582,133936.219019393
2583,260058.168517482
2584,189812.734280995
2585,190071.093260762
2586,215897.68363015
2587,200324.959945843
2588,147352.823847562
2589,151464.328852229
2590,205928.912109034
2591,246285.375893002
2592,211113.810239264
2593,251547.832304613
2594,181459.286957709
2595,196279.141894536
2596,285875.255605313
2597,183321.442367526
2598,282939.974841138
2599,347339.098688062
2600,128602.070547329
2601,144853.905864958
2602,87231.8199928869
2603,94075.8061260319
2604,92551.5523694579
2605,84028.3896379704
2606,148618.007535909
2607,203053.775578002
2608,199731.913868224
2609,174331.01383481
2610,107615.595226985
2611,110792.482923351
2612,163689.233933505
2613,125956.48667812
2614,119171.791699697
2615,158172.544188564
2616,144588.748527015
2617,184091.147659969
2618,192683.593895989
2619,194436.373573594
2620,181240.028758323
2621,174341.09761081
2622,172295.82291359
2623,234850.679054824
2624,295853.239301109
2625,273624.907170197
2626,178748.890146208
2627,155031.363665046
2628,387702.416082678
2629,441284.109357738
2630,323563.757417239
2631,447938.379719233
2632,374360.267562484
2633,278610.657211266
2634,396734.983009969
2635,163303.171861759
2636,177563.07107998
2637,179420.492328832
2638,260385.34467097
2639,193538.725634721
2640,154141.420704039
2641,102221.686572999
2642,189808.282353082
2643,103794.344046596
2644,121101.94286308
2645,113155.666385293
2646,97326.5020056653
2647,108273.123482166
2648,143623.287034678
2649,152903.270840099
2650,130949.68330373
2651,140683.104309196
2652,375341.282334307
2653,242245.383176217
2654,241299.517129772
2655,378548.603912858
2656,313632.255727664
2657,344297.700855155
2658,292653.393533183
2659,281351.738706885
2660,354123.502417866
2661,328192.940884189
2662,346827.486908975
2663,289156.1885559
2664,275135.645877229
2665,302648.107875652
2666,273177.475100736
2667,174747.097165511
2668,179626.892325724
2669,181358.696957878
2670,275113.721939643
2671,182901.102813409
2672,193195.888256093
2673,201112.905188045
2674,204063.165179194
2675,163315.630654095
2676,194498.271331182
2677,194700.408818406
2678,240844.774479418
2679,272153.197563315
2680,268548.832548817
2681,365082.638206547
2682,301184.795473387
2683,450166.112635959
2684,296589.048872991
2685,312694.103088376
2686,242052.242162228
2687,295060.777906173
2688,218525.356034023
2689,202548.394589434
2690,409979.052561033
2691,184501.959304872
2692,138470.130290386
2693,199405.39395336
2694,142257.272842644
2695,188327.462064862
2696,182405.723843763
2697,182436.276334104
2698,197681.473656245
2699,171435.919967525
2700,155788.824183138
2701,167663.080254244
2702,117039.651611507
2703,135936.556717313
2704,141571.959106241
2705,112384.665357897
2706,113623.371071056
2707,129716.390741357
2708,124229.137845343
2709,100324.409323219
2710,121064.092378608
2711,237387.8900205
2712,351933.235969478
2713,163580.148971965
2714,140065.732977663
2715,155392.138591709
2716,149416.080030029
2717,195861.191124927
2718,211889.863161043
2719,168735.16089847
2720,188287.225180085
2721,134370.833638525
2722,155071.597878479
2723,148115.124923829
2724,123369.760343745
2725,124480.370334796
2726,140508.7475311
2727,173083.855608813
2728,190331.637005152
2729,148092.315274466
2730,139375.775336177
2731,127969.828788442
2732,123103.39386107
2733,151152.990006267
2734,145376.794895285
2735,133039.900603428
2736,125966.400437889
2737,109146.290060871
2738,134168.048139733
2739,155604.407546137
2740,133575.813086408
2741,149597.057151839
2742,167475.709319196
2743,160703.902462975
2744,163126.510374544
2745,138122.16640072
2746,131197.44945518
2747,154459.18447325
2748,126092.953317383
2749,124979.844473817
2750,125753.992009982
2751,133237.254072299
2752,210799.838022172
2753,140959.779545426
2754,189603.251008344
2755,137043.426756671
2756,94542.3163025219
2757,76857.7412197681
2758,96050.7862369439
2759,157049.669185859
2760,121623.288844494
2761,136681.969439694
2762,140145.625397535
2763,195893.105513971
2764,163746.339667617
2765,282190.160647534
2766,129578.976293065
2767,81891.6512621819
2768,115348.551254577
2769,121876.098164079
2770,140931.985395181
2771,107601.124460154
2772,111251.469180396
2773,177266.28052414
2774,138838.548757584
2775,109659.990360765
2776,153711.227073148
2777,162661.02498429
2778,99604.8080366978
2779,120112.943407067
2780,94979.6293015618
2781,94786.095236011
2782,101342.954739398
2783,94708.9919357368
2784,123964.450759399
2785,134018.144697027
2786,71818.835648806
2787,134171.880568058
2788,76880.1814420404
2789,167835.473911781
2790,90739.0821863909
2791,108208.374149353
2792,70585.2921835354
2793,142049.626056243
2794,91581.9224338242
2795,116928.263356848
2796,91219.1335437034
2797,198884.270736321
2798,107558.980971788
2799,115010.190889071
2800,66214.126035372
2801,104617.002816299
2802,128291.521759403
2803,165397.273871813
2804,126539.667325311
2805,98018.9105911501
2806,83296.2107508887
2807,154567.169345601
2808,144332.019164079
2809,125586.396102739
2810,118975.046858871
2811,160302.231961734
2812,160867.955582116
2813,154830.950427713
2814,152599.377387407
2815,94495.8401058965
2816,225069.890025115
2817,154282.793138242
2818,136412.515782375
2819,162364.208230845
2820,134366.87469825
2821,103022.715744849
2822,209303.781456545
2823,294158.792298723
2824,168244.940903398
2825,150335.664167102
2826,131471.862039107
2827,136561.934339686
2828,217940.246007709
2829,225830.391210332
2830,230229.478089334
2831,179594.082409357
2832,239081.998953944
2833,295338.764033986
2834,217604.576755087
2835,214342.835118611
2836,192407.178991734
2837,147109.227419343
2838,145125.307294191
2839,173974.300672201
2840,197304.236969957
2841,205940.632644534
2842,229102.518473029
2843,141979.192536107
2844,177384.228011035
2845,117761.812778598
2846,202918.70737452
2847,198176.074408226
2848,218303.219879443
2849,195863.654626421
